Classifier,feature selection,sampling,cost sensitive,feature selection id,precision,recall,auc,kappa
sgd,false,false,false,,0.2926088122262937,0.7001710863986313,0.7055668461499438,0.2606221287762334
sgd,true,false,false,FS_R4_1,0.3048312506149759,0.6625320786997434,0.7022673539861557,0.27213298291222726
sgd,false,false,false,,0.3705987488829312,0.6739801722736877,0.7212045926141241,0.3335148340636959
sgd,false,false,false,,0.3501277195454946,0.6115384615384616,0.7001217137293086,0.306978386157842
sgd,false,false,false,,0.39933712925979437,0.5664858348402653,0.6880868819856837,0.3235793719331177
sgd,true,false,false,FS_R5_1,0.37064137308039746,0.6668291890134893,0.7188785255911138,0.33195433848554984
sgd,true,false,false,FS_R6_1,0.36702811983091344,0.6144615384615385,0.7085996907039349,0.3273872615201565
sgd,false,false,false,,0.4471695520747458,0.5595770288858322,0.674524668067697,0.32098304824054263
sgd,true,false,false,FS_R7_1,0.41874534623976173,0.5423749246534056,0.6871114236611491,0.3357317657382405
sgd,true,false,false,FS_R8_1,0.4504971590909091,0.545306052269601,0.6714443298001329,0.319499876895947
sgd,false,false,false,,0.5209128774730997,0.4669051878354204,0.6624100533201345,0.33649194495674833
sgd,true,false,false,FS_R9_1,0.5179241168774531,0.4618495761064012,0.6598050412894257,0.3316221340960975
sgd,false,false,false,,0.43855577742997465,0.5592182231092148,0.6642765173195742,0.3005303158166281
sgd,true,false,false,FS_R10_1,0.4421825002758468,0.5515793820108733,0.6636943473247271,0.30206223321351033
sgd,false,false,false,,0.5091164095371669,0.6298074142617547,0.7060999269766869,0.38306580424155323
sgd,true,false,false,FS_R11_1,0.5190283009755626,0.621537215892661,0.7075708130362749,0.3904041874840898
sgd,false,false,false,,0.5699294453871573,0.6136942828292542,0.7168041346831387,0.4236672786731857
sgd,true,false,false,FS_R12_1,0.580598036977859,0.6115305092080588,0.7198733323901176,0.43270250820268896
rf,false,false,false,,0.888641425389755,0.42664670658682635,0.6863586508590431,0.5322469254876323
rf,true,false,false,FS_R4_1,0.47564194864410847,0.4238665526090676,0.680482358808113,0.36033863795287496
rf,false,false,false,,0.9197628458498024,0.7563790021127905,0.8689726072950208,0.7996875615110902
rf,false,false,false,,0.865931268561731,0.942,0.9729482854335653,0.8832763934375645
rf,false,false,false,,0.9332372025955299,0.7802290536467752,0.9084370981660365,0.8199676666045482
rf,true,false,false,FS_R5_1,0.6782979976442874,0.7487404518121241,0.8584066909532144,0.6499759735980425
rf,true,false,false,FS_R6_1,0.7295101842870999,0.9256923076923077,0.9652744429806976,0.7767940465774036
rf,false,false,false,,0.8811606571367613,0.7101100412654745,0.8777431944300947,0.7302754131765439
rf,true,false,false,FS_R7_1,0.7637823585810163,0.7682941531042797,0.8970619295567549,0.7135863596692609
rf,true,false,false,FS_R8_1,0.6907216494845361,0.7027166437414031,0.8437976507569548,0.603318399980691
rf,false,false,false,,0.940577111183567,0.8974877498638874,0.9599257482091882,0.8924042984232823
rf,true,false,false,FS_R9_1,0.8155325764697375,0.8771875243058256,0.9375992836398316,0.7915166990921911
rf,false,false,false,,0.8960364784286216,0.8790172734154567,0.9413571207423963,0.8516390235308893
rf,true,false,false,FS_R10_1,0.792437449049978,0.8696579726102814,0.9291251016063067,0.7708095484265792
rf,false,false,false,,0.9367935559308822,0.8340176970678388,0.9252647011801387,0.8435437058104378
rf,true,false,false,FS_R11_1,0.8621820168781494,0.8212943149615407,0.9105566232525707,0.7862116069620823
rf,false,false,false,,0.9370297677461563,0.826417271721883,0.9288109033583141,0.834936948152179
rf,true,false,false,FS_R12_1,0.877836041742381,0.8130018752704717,0.9099947010653145,0.7867596273943667
mlp,true,false,false,FS_R4_1,1.0,0.14563729683490162,0.6614432725259385,0.22552757550355887
mlp,true,false,true,FS_R4_1,0.40832420591456736,0.39863130881094955,0.6499985349196437,0.3029791077638773
mlp,true,false,false,FS_R5_1,0.7360935524652339,0.3785145457500406,0.8572079590614256,0.43542395011800084
mlp,true,false,false,FS_R6_1,0.5768364127985579,0.5907692307692308,0.8781167019875136,0.5051296889992578
mlp,true,false,false,FS_R7_1,0.8166431593794076,0.27920433996383365,0.7065893892486498,0.356244558829851
mlp,true,false,true,FS_R4_1,0.2892132850004899,0.6313088109495295,0.6831865410283727,0.2458162646035252
mlp,true,false,true,FS_R5_1,0.42269736842105265,0.6265236470014627,0.7267062898649057,0.38027599118984023
mlp,true,false,true,FS_R6_1,0.44540205119365683,0.7950769230769231,0.8053940088206656,0.4629050172770877
mlp,true,false,true,FS_R4_1,0.3392075694855115,0.613344739093242,0.7046602456786689,0.30658769431722566
mlp,true,false,false,FS_R8_1,0.7219531098624298,0.3203232462173315,0.7786366306037749,0.3506297531310736
mlp,true,false,true,FS_R7_1,0.44413246345693286,0.6483423749246534,0.7335521616404145,0.3963381845483175
mlp,true,false,true,FS_R5_1,0.3381887736334878,0.7471152283438973,0.725665196206538,0.3044857391982938
mlp,true,false,true,FS_R8_1,0.31560638949184616,0.9749828060522696,0.6657871935187701,0.19202548987646276
mlp,true,false,true,FS_R6_1,0.24894852793911476,0.9561538461538461,0.7095907554842774,0.19442741599009275
mlp,true,false,true,FS_R5_1,0.3824438319552326,0.7441898261010889,0.7505390506187696,0.3638223376764142
mlp,true,false,true,FS_R6_1,0.22340350877192983,0.9795384615384616,0.6728409989117361,0.1454104806649801
mlp,true,false,true,FS_R7_1,0.27748303516347933,0.813381555153707,0.6701739085173742,0.19448827777127478
mlp,true,false,false,FS_R9_1,0.7295067881079224,0.33017033522594696,0.8101487772690859,0.35460532672255696
mlp,true,false,true,FS_R7_1,0.19160506415158468,0.8155515370705244,0.5235166339328228,0.020769375915647908
mlp,true,false,true,FS_R8_1,0.303696596572586,0.9796251719394773,0.6480550054553886,0.1668998391072603
