release,class,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle/java.java,tryReadLastAddConfirmedAsync/0,org.apache.bookkeeper.client.LedgerHandle.tryReadLastAddConfirmedAsync/0,5,1,1,0,0,1,0,1,515,0,0,0,false
4.2.0,org/apache/bookkeeper/common/component/RxSchedulerLifecycleComponent.java,doStop/0,org.apache.bookkeeper.common.component.RxSchedulerLifecycleComponent.doStop/0,4,1,0,0,0,0,0,0,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/stream/storage/impl/metadata/RootRangeStoreImpl.java,getNamespaceIdKey/1[long],org.apache.bookkeeper.stream.storage.impl.metadata.RootRangeStoreImpl.getNamespaceIdKey/1[long],6,1,2,1,0,1,5,0,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/bookie/DefaultEntryLogger.java,flush/0,org.apache.bookkeeper.bookie.DefaultEntryLogger.flush/0,3,1,0,0,0,0,2,1,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/bookie/EntryLogMetadata.java,getLedgersMap/0,org.apache.bookkeeper.bookie.EntryLogMetadata.getLedgersMap/0,3,1,0,0,0,1,0,0,-1,-1,0,0,false
4.2.0,org/apache/distributedlog/tools/DistributedLogTool$DeleteSubscriberCommand.java,"deleteSubscriber/4[org.apache.distributedlog.tools.Namespace,java.util.List<java.lang.String>,int,int]","org.apache.distributedlog.tools.DistributedLogTool.DeleteSubscriberCommand.deleteSubscriber/4[org.apache.distributedlog.tools.Namespace,java.util.List<java.lang.String>,int,int]",22,2,6,3,0,0,1,0,-1,-1,0,1,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread/java.java,"GarbageCollectorThread/6[org.apache.bookkeeper.bookie.ServerConfiguration,org.apache.bookkeeper.bookie.LedgerManager,org.apache.bookkeeper.bookie.LedgerDirsManager,org.apache.bookkeeper.bookie.CompactableLedgerStorage,org.apache.bookkeeper.bookie.EntryLogger,org.apache.bookkeeper.bookie.StatsLogger]","org.apache.bookkeeper.bookie.GarbageCollectorThread.GarbageCollectorThread/6[org.apache.bookkeeper.bookie.ServerConfiguration,org.apache.bookkeeper.bookie.LedgerManager,org.apache.bookkeeper.bookie.LedgerDirsManager,org.apache.bookkeeper.bookie.CompactableLedgerStorage,org.apache.bookkeeper.bookie.EntryLogger,org.apache.bookkeeper.bookie.StatsLogger]",3,1,0,0,0,0,0,0,408,3,7,0,true
4.2.0,org/apache/bookkeeper/stats/NullStatsLogger$NullOpStatsLogger.java,clear/0,org.apache.bookkeeper.stats.NullStatsLogger.NullOpStatsLogger.clear/0,2,1,0,0,0,0,0,0,-1,-1,0,0,false
4.2.0,org/apache/distributedlog/tools/DistributedLogTool$InspectStreamCommand.java,"repairLogSegment/3[org.apache.distributedlog.tools.BookKeeperAdmin,org.apache.distributedlog.tools.MetadataUpdater,org.apache.distributedlog.tools.LogSegmentMetadata]","org.apache.distributedlog.tools.DistributedLogTool.InspectStreamCommand.repairLogSegment/3[org.apache.distributedlog.tools.BookKeeperAdmin,org.apache.distributedlog.tools.MetadataUpdater,org.apache.distributedlog.tools.LogSegmentMetadata]",29,6,9,4,0,2,1,0,-1,-1,0,9,false
4.2.0,org/apache/bookkeeper/util/collections/ConcurrentLongLongPairHashMap.java,"get/2[long,long]","org.apache.bookkeeper.util.collections.ConcurrentLongLongPairHashMap.get/2[long,long]",5,1,1,0,0,1,5,4,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/common/allocator/ByteBufAllocatorBuilder.java,leakDetectionPolicy/1[org.apache.bookkeeper.common.allocator.LeakDetectionPolicy],org.apache.bookkeeper.common.allocator.ByteBufAllocatorBuilder.leakDetectionPolicy/1[org.apache.bookkeeper.common.allocator.LeakDetectionPolicy],1,1,0,0,0,0,0,0,-1,-1,0,0,false
4.2.0,org/apache/distributedlog/admin/DistributedLogAdmin.java,getName/0,org.apache.distributedlog.admin.DistributedLogAdmin.getName/0,3,1,0,0,0,1,0,0,-1,-1,0,0,false
4.2.1,org/apache/bookkeeper/statelib/impl/mvcc/MVCCStoreImpl$RangeResultIterator.java,close/0,org.apache.bookkeeper.statelib.impl.mvcc.MVCCStoreImpl.RangeResultIterator.close/0,7,2,1,0,0,0,0,0,-1,-1,0,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient/java.java,"GetListOfEntriesOfLedgerCompletion/3[org.apache.bookkeeper.proto.PerChannelBookieClient.CompletionKey,org.apache.bookkeeper.proto.GetListOfEntriesOfLedgerCallback,long]","org.apache.bookkeeper.proto.PerChannelBookieClient.GetListOfEntriesOfLedgerCompletion.GetListOfEntriesOfLedgerCompletion/3[org.apache.bookkeeper.proto.PerChannelBookieClient.CompletionKey,org.apache.bookkeeper.proto.GetListOfEntriesOfLedgerCallback,long]",11,1,1,0,0,0,1,0,482,2,3,0,false
4.2.0,org/apache/distributedlog/admin/DistributedLogAdmin$DLCKCommand.java,DLCKCommand/0,org.apache.distributedlog.admin.DistributedLogAdmin.DLCKCommand.DLCKCommand/0,6,1,0,0,0,0,1,0,-1,-1,0,0,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools/java.java,"createLedger/2[org.apache.bookkeeper.client.BookKeeper.DigestType,byte[]]","org.apache.bookkeeper.client.BookKeeper.createLedger/2[org.apache.bookkeeper.client.BookKeeper.DigestType,byte[]]",3,1,0,0,0,1,0,1,412,0,0,0,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker/java.java,checkDir/1[java.io.File],org.apache.bookkeeper.util.DiskChecker.checkDir/1[java.io.File],16,5,1,4,0,1,0,3,92,1,1,0,true
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager/java.java,"verifyDigestAndReturnData/2[long,org.apache.bookkeeper.proto.checksum.ByteBuf]","org.apache.bookkeeper.proto.checksum.DigestManager.verifyDigestAndReturnData/2[long,org.apache.bookkeeper.proto.checksum.ByteBuf]",5,1,0,1,0,1,0,1,482,0,0,0,false
4.2.0,org/apache/bookkeeper/slogger/AbstractSlogger.java,warn/1[java.lang.Enum<?>],org.apache.bookkeeper.slogger.AbstractSlogger.warn/1[java.lang.Enum<?>],3,1,0,0,0,0,0,1,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/util/collections/ConcurrentLongHashSet$Section.java,"Section/6[int,float,float,boolean,float,float]","org.apache.bookkeeper.util.collections.ConcurrentLongHashSet.Section.Section/6[int,float,float,boolean,float,float]",15,1,12,2,0,0,1,1,-1,-1,0,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient/java.java,"ForceLedgerCompletion/4[org.apache.bookkeeper.proto.PerChannelBookieClient.CompletionKey,org.apache.bookkeeper.proto.ForceLedgerCallback,java.lang.Object,long]","org.apache.bookkeeper.proto.PerChannelBookieClient.ForceLedgerCompletion.ForceLedgerCompletion/4[org.apache.bookkeeper.proto.PerChannelBookieClient.CompletionKey,org.apache.bookkeeper.proto.ForceLedgerCallback,java.lang.Object,long]",11,1,1,0,0,0,1,0,482,2,3,0,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin/java.java,getLedgerMetadata/1[org.apache.bookkeeper.client.LedgerHandle],org.apache.bookkeeper.client.BookKeeperAdmin.getLedgerMetadata/1[org.apache.bookkeeper.client.LedgerHandle],3,1,0,0,0,1,1,0,484,3,13,0,false
4.2.1,org/apache/bookkeeper/client/BookKeeperClientStats.java,getReadLacOpLogger/0,org.apache.bookkeeper.client.BookKeeperClientStats.getReadLacOpLogger/0,1,1,0,0,0,0,0,0,-1,-1,0,0,false
