Classifier,feature selection,sampling,cost sensitive,precision,recall,auc,kappa
mlp,true,false,false,0.8831182912284506,0.6990216271884655,0.7563838458143298,0.3146374247069072
mlp,true,false,true,0.7843485386506419,0.9857535187092344,0.5417339022117601,0.11907617720857264
mlp,true,false,false,0.8000628486134025,0.646849593495935,0.5435189557386543,-0.004039488978313611
mlp,true,false,true,0.7662763139551094,0.6982342479674797,0.4195757455568887,-0.1417548231970912
mlp,true,false,false,0.8905750798722045,0.9475752908057576,0.6960525623356996,0.405807526792775
mlp,true,false,false,0.8605092966855296,0.9964427802480693,0.7871361232220994,0.2514583676731191
mlp,true,false,true,0.8515319574506773,0.9949540553460455,0.5540884857235251,0.16547837369293752
mlp,true,false,true,0.8554952782800884,0.9964427802480693,0.5674595309960998,0.2042001074313472
mlp,true,false,false,0.742770334577934,0.9998029071199803,0.6659038963272993,0.11976042497965435
mlp,true,false,true,0.7398723792160438,0.9998029071199803,0.5359316304590537,0.10093872650702507
mlp,true,false,false,0.7387497228995789,0.9246242774566474,0.7280341146039538,0.14404580855921215
mlp,true,false,false,0.7383978094502562,0.9727604865189844,0.7407317677168459,0.27654855852502314
mlp,true,false,true,0.7243589743589743,0.9667052023121387,0.5293000897405442,0.0776854193381561
mlp,true,false,true,0.7087785252605198,0.9939878832724414,0.5540708801455998,0.14139967885275992
mlp,true,false,false,0.7175880533976922,0.7344835572024085,0.550713335187405,0.04704764224557418
mlp,true,false,true,0.6876115896632733,0.847305851474448,0.465419145182179,-0.08236903107057031
mlp,true,false,false,0.7200440031592011,0.9206549572618747,0.7388571290163007,0.14474904907690886
mlp,true,false,true,0.6911016949152542,1.0,0.5,0.0
mlp,true,false,false,0.7916683920659241,0.6277458545394845,0.6646172202842263,0.2719160900444323
mlp,true,false,true,0.6938097735161186,0.9123296667213923,0.5563604642703799,0.13344024434446414
sgd,true,false,false,0.8332833283328333,0.7150703741846893,0.6193923299494876,0.20492828773827942
sgd,true,false,true,0.8332833283328333,0.7150703741846893,0.6193923299494876,0.20492828773827942
sgd,true,false,false,0.8250601220940987,0.8498475609756098,0.5614853997550352,0.12884251618272097
sgd,true,false,true,0.8250601220940987,0.8498475609756098,0.5614853997550352,0.12884251618272097
sgd,true,false,false,0.8608208603972513,0.9714240186965528,0.5842729650908776,0.22905176830143434
sgd,true,false,false,0.8365636869102158,1.0,0.5,0.0
sgd,true,false,true,0.8608208603972513,0.9714240186965528,0.5842729650908776,0.22905176830143434
sgd,true,false,true,0.8365636869102158,1.0,0.5,0.0
sgd,true,false,false,0.7252617660722581,1.0,0.5,0.0
sgd,true,false,true,0.7252617660722581,1.0,0.5,0.0
sgd,true,false,false,0.7331418410614143,0.9914450867052023,0.5502887533982632,0.13567950030828546
sgd,true,false,false,0.7386085626911315,0.8935855339222124,0.6038295810848899,0.23668745480576842
sgd,true,false,true,0.7331418410614143,0.9914450867052023,0.5502887533982632,0.13567950030828546
sgd,true,false,true,0.7386085626911315,0.8935855339222124,0.6038295810848899,0.23668745480576842
sgd,true,false,false,0.711383685375883,0.7812644742936544,0.5133118916221076,0.028560778737601107
sgd,true,false,true,0.711383685375883,0.7812644742936544,0.5133118916221076,0.028560778737601107
sgd,true,false,false,0.7056662265342443,0.8866447866700328,0.5296211103526877,0.07041441210891121
sgd,true,false,true,0.7056662265342443,0.8866447866700328,0.5296211103526877,0.07041441210891121
sgd,true,false,false,0.719664540927754,0.8114923657855853,0.5918563883052478,0.1960448968193742
sgd,true,false,true,0.719664540927754,0.8114923657855853,0.5918563883052478,0.1960448968193742
rf,true,false,false,0.0,0.0,0.0,0.0
rf,true,false,true,0.0,0.0,0.0,0.0
rf,true,false,false,0.0,0.0,0.0,0.0
rf,true,false,true,0.0,0.0,0.0,0.0
rf,true,false,false,0.0,0.0,0.0,0.0
rf,true,false,false,0.860700734641156,0.9980341680318278,0.8480253092960321,0.2550559014165579
rf,true,false,true,0.0,0.0,0.0,0.0
rf,true,false,true,0.8547593326131316,0.9999063889538966,0.5651185035330096,0.20026908058408907
rf,true,false,false,0.742770334577934,0.9998029071199803,0.737117465997761,0.11976042497965435
rf,true,false,true,0.7427431457959662,0.9998029071199803,0.5428254910209683,0.11958557299143781
rf,true,false,false,0.0,0.0,0.0,0.0
rf,true,false,false,0.0,0.0,0.0,0.0
rf,true,false,true,0.0,0.0,0.0,0.0
rf,true,false,true,0.0,0.0,0.0,0.0
rf,true,false,false,0.0,0.0,0.0,0.0
rf,true,false,true,0.0,0.0,0.0,0.0
rf,true,false,false,0.0,0.0,0.0,0.0
rf,true,false,true,0.0,0.0,0.0,0.0
rf,true,false,false,0.0,0.0,0.0,0.0
rf,true,false,true,0.0,0.0,0.0,0.0
