release,class,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
4.2.0,org/apache/bookkeeper/meta/AbstractHierarchicalLedgerManager$AsyncListProcessor.java,"process/6[java.util.List<T>,org.apache.bookkeeper.meta.Processor<T>,AsyncCallback.VoidCallback,java.lang.Object,int,int]","org.apache.bookkeeper.meta.AbstractHierarchicalLedgerManager.AsyncListProcessor.process/6[java.util.List<T>,org.apache.bookkeeper.meta.Processor<T>,AsyncCallback.VoidCallback,java.lang.Object,int,int]",32,3,4,0,0,1,0,0,-1,-1,0,0,false
4.1.0,org/apache/bookkeeper/common/conf/ComponentConfiguration.java,validate/0,org.apache.bookkeeper.common.conf.ComponentConfiguration.validate/0,2,1,0,0,0,0,0,0,-1,-1,0,0,false
4.1.0,org/apache/bookkeeper/meta/MetadataClientDriver.java,isHealthCheckEnabled/0,org.apache.bookkeeper.meta.MetadataClientDriver.isHealthCheckEnabled/0,3,1,0,0,0,1,1,0,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/bookie/storage/ldb/LedgersIndexRebuildOp.java,getJournals/1[org.apache.bookkeeper.conf.ServerConfiguration],org.apache.bookkeeper.bookie.storage.ldb.LedgersIndexRebuildOp.getJournals/1[org.apache.bookkeeper.conf.ServerConfiguration],8,2,2,0,0,1,1,5,-1,-1,0,1,false
4.1.0,org/apache/bookkeeper/common/conf/ComponentConfiguration.java,getKeys/0,org.apache.bookkeeper.common.conf.ComponentConfiguration.getKeys/0,3,1,0,0,0,1,1,0,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/meta/zk/ZKMetadataDriverBase$Anonymous2.java,"processResult/3[int,java.lang.String,java.lang.Object]",".processResult/3[int,java.lang.String,java.lang.Object]",14,4,0,0,0,0,0,10,-1,-1,0,3,false
4.2.0,org/apache/bookkeeper/meta/AbstractHierarchicalLedgerManager.java,"asyncProcessLevelNodes/6[java.lang.String,org.apache.bookkeeper.meta.Processor<java.lang.String>,AsyncCallback.VoidCallback,java.lang.Object,int,int]","org.apache.bookkeeper.meta.AbstractHierarchicalLedgerManager.asyncProcessLevelNodes/6[java.lang.String,org.apache.bookkeeper.meta.Processor<java.lang.String>,AsyncCallback.VoidCallback,java.lang.Object,int,int]",32,1,0,0,0,0,0,0,-1,-1,0,6,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration/java.java,getTLSKeyStore/0,org.apache.bookkeeper.conf.ServerConfiguration.getTLSKeyStore/0,3,1,0,0,0,1,2,0,412,3,12,0,true
4.1.0,org/apache/distributedlog/impl/BKNamespaceDriver.java,getLogSegmentEntryStore/1[org.apache.distributedlog.impl.Role],org.apache.distributedlog.impl.BKNamespaceDriver.getLogSegmentEntryStore/1[org.apache.distributedlog.impl.Role],8,2,0,0,0,2,0,2,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/bookie/storage/ldb/KeyValueStorage$Batch.java,flush/0,org.apache.bookkeeper.bookie.storage.ldb.KeyValueStorage.Batch.flush/0,1,1,0,0,0,0,0,0,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/proto/ReadEntryProcessor$Anonymous1.java,onSuccess/1[java.lang.Boolean],.onSuccess/1[java.lang.Boolean],3,1,0,0,0,0,0,5,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/bookie/storage/ldb/SingleDirectoryDbLedgerStorage.java,swapWriteCache/0,org.apache.bookkeeper.bookie.storage.ldb.SingleDirectoryDbLedgerStorage.swapWriteCache/0,17,1,4,0,2,0,1,0,-1,-1,0,0,false
4.1.0,org/apache/bookkeeper/bookie/BookieShell$ReadLogMetadataCmd.java,getOptions/0,org.apache.bookkeeper.bookie.BookieShell.ReadLogMetadataCmd.getOptions/0,3,1,0,0,0,1,0,0,-1,-1,0,0,false
4.1.0,org/apache/bookkeeper/bookie/BookieShell$ClusterInfoCmd.java,runCmd/1[org.apache.bookkeeper.bookie.CommandLine],org.apache.bookkeeper.bookie.BookieShell.ClusterInfoCmd.runCmd/1[org.apache.bookkeeper.bookie.CommandLine],5,1,1,0,0,1,0,0,-1,-1,0,0,false
4.1.0,org/apache/bookkeeper/metastore/MSException$NoEntriesException.java,"NoEntriesException/2[java.lang.String,java.lang.Throwable]","org.apache.bookkeeper.metastore.MSException.NoEntriesException.NoEntriesException/2[java.lang.String,java.lang.Throwable]",3,1,0,0,0,0,0,0,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/bookie/storage/directentrylogger/DirectEntryLogger.java,logExists/1[long],org.apache.bookkeeper.bookie.storage.directentrylogger.DirectEntryLogger.logExists/1[long],4,2,0,0,0,1,0,1,-1,-1,0,0,false
4.2.0,org/apache/bookkeeper/bookie/storage/ldb/KeyValueStorageRocksDB$Anonymous2.java,next/0,.next/0,6,1,1,0,0,1,0,2,-1,-1,0,0,false
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo/java.java,"write/2[java.nio.ByteBuffer[],long]","org.apache.bookkeeper.bookie.FileInfo.write/2[java.nio.ByteBuffer[],long]",23,4,6,3,1,1,0,1,196,1,4,0,false
4.1.0,org/apache/bookkeeper/tools/cli/commands/bookie/ListActiveLedgersCommand.java,"initLedgerFormatter/2[org.apache.bookkeeper.tools.cli.commands.bookie.ServerConfiguration,org.apache.bookkeeper.tools.cli.commands.bookie.ListActiveLedgersCommand.ActiveLedgerFlags]","org.apache.bookkeeper.tools.cli.commands.bookie.ListActiveLedgersCommand.initLedgerFormatter/2[org.apache.bookkeeper.tools.cli.commands.bookie.ServerConfiguration,org.apache.bookkeeper.tools.cli.commands.bookie.ListActiveLedgersCommand.ActiveLedgerFlags]",8,3,2,0,0,0,1,0,-1,-1,0,1,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal/java.java,"Journal/7[int,java.io.File,org.apache.bookkeeper.conf.ServerConfiguration,org.apache.bookkeeper.bookie.LedgerDirsManager,org.apache.bookkeeper.bookie.StatsLogger,org.apache.bookkeeper.bookie.ByteBufAllocator,org.apache.bookkeeper.bookie.JournalAliveListener]","org.apache.bookkeeper.bookie.Journal.Journal/7[int,java.io.File,org.apache.bookkeeper.conf.ServerConfiguration,org.apache.bookkeeper.bookie.LedgerDirsManager,org.apache.bookkeeper.bookie.StatsLogger,org.apache.bookkeeper.bookie.ByteBufAllocator,org.apache.bookkeeper.bookie.JournalAliveListener]",4,1,1,0,0,0,1,0,328,3,6,0,true
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools/java.java,isClosed/1[long],org.apache.bookkeeper.client.BookKeeper.isClosed/1[long],22,2,2,0,0,1,0,2,196,1,1,1,false
4.1.0,org/apache/bookkeeper/zookeeper/ZooKeeperClient$Anonymous6.java,call/0,.call/0,7,2,1,0,0,2,0,6,-1,-1,0,3,false
