release,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
0.9.0,getWrapIndent,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/SQLFormatter.java,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,getRestoreState,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java,3,1,0,0,0,1,0,2,45,2,7,0,false
0.9.0,settingCharField,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedValueStateManager.java,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,startSchema,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaParser.java,6,2,4,0,0,0,1,2,37,1,2,1,false
0.9.0,getEnvClassLoader,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java,3,1,0,0,0,1,0,0,45,3,11,0,false
0.9.0,getFileHandler,openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLConfiguration.java,4,2,1,0,0,1,0,0,45,2,4,0,false
0.9.0,supportsRandomAccess,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/LogicalUnion.java,3,1,0,0,0,1,1,1,37,2,4,0,false
0.9.0,insertsAreDetected,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,3,1,0,0,0,1,0,0,45,3,11,0,false
0.9.0,replaceIntField,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedValueStateManager.java,3,1,0,0,0,0,0,0,45,2,5,0,false
0.9.0,getFromStringCode,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java,32,13,4,0,0,3,1,9,45,2,6,24,false
0.9.0,getInnermostDelegate,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,3,2,0,0,0,1,8,1,0,1,7,0,false
0.9.0,path,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,3,1,0,0,0,1,0,0,37,2,6,0,false
0.9.0,hasListeners,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEventManager.java,16,11,4,0,0,5,8,4,45,1,5,6,false
0.9.0,getSequence,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,19,7,3,0,0,5,2,3,45,3,11,1,false
0.9.0,removePacket,openjpa-kernel/src/main/java/org/apache/openjpa/event/TCPRemoteCommitProvider.java,4,2,0,0,0,1,1,0,45,2,7,0,false
0.9.0,setIdentitySequenceName,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,5,2,2,0,0,0,2,1,45,3,8,0,false
0.9.0,endTransaction,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractLockManager.java,2,1,0,0,0,0,0,0,45,1,4,0,false
0.9.0,getParameterMetaData,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingCallableStatement.java,3,1,0,0,0,0,0,0,0,1,6,0,false
0.9.0,getPersistedTypes,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreContext.java,1,1,0,0,0,0,2,0,45,3,6,0,false
0.9.0,storeInt,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateManager.java,3,1,0,0,0,0,0,0,45,3,7,0,false
0.9.0,setPopulateDataCache,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,4,1,1,0,0,0,0,1,45,3,11,0,false
0.9.0,setLoginTimeout,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SimpleDriverDataSource.java,2,1,0,0,0,0,0,0,37,2,2,0,false
0.9.0,trimQuote,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Options.java,4,4,0,1,0,2,1,0,0,1,8,0,false
0.9.0,declareParameters,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryContext.java,1,1,0,0,0,0,1,0,45,1,4,0,false
0.9.0,setConnection2URL,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java,4,1,0,0,0,0,0,2,45,3,13,0,false
0.9.0,generateIndexes,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGenerator.java,42,22,16,0,0,2,2,13,37,1,2,2,false
0.9.0,rollback,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingStoreManager.java,3,1,0,0,0,0,1,1,45,3,5,0,false
0.9.0,toString,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/QueryResultMapping.java,3,1,0,1,0,1,0,0,37,1,2,0,false
0.9.0,getUpdateCount,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingStatement.java,3,1,0,0,0,1,0,0,0,1,5,0,false
0.9.0,toString,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingStatement.java,5,1,1,0,0,1,0,2,0,1,5,0,false
0.9.0,getDefinedSuperclassField,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,4,2,0,0,0,2,3,0,45,3,8,0,false
0.9.0,addLoadMethod,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCDataGenerator.java,14,2,5,0,0,1,4,1,45,4,8,5,false
0.9.0,getDeclaredUnmanagedFields,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,12,4,4,0,0,1,4,2,45,3,8,2,false
0.9.0,setAutoCommit,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,3,1,0,0,0,0,5,0,0,1,7,0,false
0.9.0,isInFetchGroup,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FieldMetaData.java,6,7,0,0,0,4,6,3,45,3,10,2,false
0.9.0,getProperties,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurations.java,3,1,0,0,0,1,5,1,0,2,13,0,false
0.9.0,getSequence,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/NativeJDBCSeq.java,22,6,4,0,3,1,4,0,37,2,2,2,false
