loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
11,2,0,0,0,0,1,1,196,1,1,1,FALSO
18,4,2,1,0,1,1,0,268,2,4,0,FALSO
4,1,1,0,0,0,0,1,196,0,0,1,FALSO
6,2,1,0,0,0,2,0,56,1,2,0,FALSO
10,5,1,0,0,0,1,1,196,3,10,0,FALSO
80,24,9,7,4,0,3,4,96,3,6,9,FALSO
18,3,3,0,0,0,0,1,196,1,4,0,FALSO
10,2,5,0,0,0,0,0,204,3,4,0,FALSO
4,1,0,0,0,0,1,2,196,0,0,0,FALSO
9,1,5,0,0,0,0,4,196,3,10,0,FALSO
14,5,0,1,0,4,0,0,196,1,1,0,FALSO
3,1,0,0,0,1,0,0,225,2,2,1,FALSO
3,1,0,0,0,0,0,0,132,0,0,0,FALSO
63,5,27,0,0,0,0,3,229,1,1,1,FALSO
5,1,2,0,0,0,0,0,196,1,1,1,FALSO
2,1,0,0,0,0,12,0,196,3,10,0,FALSO
6,1,3,0,0,0,0,1,96,3,6,0,FALSO
3,1,1,0,0,0,1,0,229,1,1,0,FALSO
12,3,1,0,1,1,3,0,196,0,0,0,FALSO
41,9,1,0,2,1,1,3,196,1,1,3,FALSO
23,1,0,0,0,1,0,3,196,1,1,2,FALSO
4,1,0,0,0,0,0,2,196,3,10,0,FALSO
22,3,1,0,0,0,2,0,196,1,4,6,FALSO
7,2,0,0,0,0,0,0,56,2,3,0,FALSO
5,1,1,0,0,1,1,3,196,3,10,0,FALSO
5,2,0,0,0,0,1,2,196,1,1,0,FALSO
3,1,0,0,0,1,4,0,196,1,2,0,FALSO
15,3,3,0,0,0,1,5,268,2,4,3,FALSO
3,1,0,0,0,0,0,1,268,2,4,0,FALSO
7,2,1,0,0,2,3,0,196,1,2,3,FALSO
11,4,1,1,0,1,0,1,196,3,6,0,FALSO
46,12,9,8,1,1,0,4,196,1,4,2,FALSO
4,1,2,0,0,0,1,0,196,3,10,0,FALSO
9,1,3,0,0,0,0,0,268,2,4,0,FALSO
3,1,0,0,0,1,0,1,225,2,3,1,FALSO
3,1,0,0,0,1,1,0,204,3,4,2,FALSO
22,6,1,1,1,2,2,2,268,2,4,7,FALSO
26,3,1,2,0,1,2,3,229,1,1,0,FALSO
86,18,24,8,1,0,0,2,125,1,2,0,FALSO
8,2,1,0,0,1,0,2,196,3,10,1,FALSO
13,5,2,0,0,1,1,3,56,1,2,3,FALSO
7,3,1,0,0,2,2,0,196,1,2,0,FALSO
11,3,4,0,0,2,7,1,196,1,2,0,FALSO
33,14,14,3,0,4,1,1,268,2,4,4,FALSO
14,6,2,0,0,0,2,2,196,3,10,0,FALSO
24,9,3,2,0,2,0,0,229,1,1,0,FALSO
1,1,0,0,0,0,0,0,225,2,2,0,FALSO
18,5,4,0,0,1,1,0,196,1,4,0,FALSO
11,3,3,0,0,0,2,0,229,1,1,4,FALSO
17,4,1,2,1,0,2,1,196,0,0,1,FALSO
3,1,0,1,0,1,0,1,196,1,2,0,FALSO
23,4,6,1,0,0,1,7,196,3,10,1,FALSO
11,2,3,0,0,1,2,1,196,1,1,0,FALSO
3,1,0,0,0,0,4,0,225,2,3,0,FALSO
22,1,20,0,0,0,0,1,196,1,1,0,FALSO
37,11,11,8,0,1,0,0,196,0,0,1,FALSO
3,1,0,2,0,1,1,0,96,3,6,0,FALSO
18,2,1,0,0,1,0,7,196,0,0,3,FALSO
25,3,2,0,0,1,0,2,268,2,4,0,FALSO
3,1,0,0,0,1,2,1,196,1,1,0,FALSO
28,7,6,2,0,1,0,1,225,2,2,0,FALSO
8,2,0,0,1,0,0,1,96,3,6,2,FALSO
24,10,0,0,0,10,1,0,196,3,10,1,FALSO
52,14,13,2,0,1,0,3,196,3,10,3,FALSO
38,5,9,0,2,1,1,0,56,2,3,0,FALSO
12,2,0,0,0,0,3,0,196,3,6,8,FALSO
3,1,0,0,0,0,0,0,196,1,1,0,FALSO
3,1,0,0,0,1,23,0,229,1,1,0,FALSO
8,2,0,0,0,0,3,2,229,1,1,1,FALSO
17,4,0,0,1,0,0,2,196,0,0,1,FALSO
12,4,0,0,1,0,0,0,56,2,3,0,FALSO
3,1,1,0,0,0,1,0,204,3,4,0,FALSO
4,1,1,0,0,0,0,0,56,2,3,0,FALSO
